Gene	GSM1337304	GSM1337305	GSM1337306	GSM1337307	GSM1337308	GSM1337309	GSM1337310	GSM1337311	GSM1337312	GSM1337313	GSM1337327	GSM1337328	GSM1337329	GSM1337330	GSM1337331	GSM1337332	GSM1337333	GSM1337334	GSM1337335	GSM1337336
RRBP1	322.4	331.9	35.4	311.2	194.8	342	622.4	533.7	526.3	643.9	268	151.3	195.7	161	95.4	273.2	86.3	114.2	202.8	465
TNFAIP1	1453	628.8	771.9	788.1	657.4	715.1	977.8	779.6	860.2	944.7	945.2	923.4	927.6	784.2	1017.2	999.5	768.4	1339.9	1425.2	833.8
HDAC1	1025.2	644.1	850.2	357.5	292.3	343.2	449.4	570.6	560.9	670.7	539.9	504.3	493.9	764.8	440.4	549.3	542.6	404.6	498.6	524.7
DDX3X	4492.5	2881.1	5122.1	4873	5061.6	3617	2668.4	3188.5	3277.1	3199.7	2521.9	2398.4	2456.5	2319.1	1772.8	2408.4	2079.4	3208.8	2447.7	3063.5
LGMN	2942.5	5301.2	1579.6	2441.9	2032.7	1303.2	6926.4	5317.1	4569.9	6811.5	3176.3	3508	4558.7	3695.7	2571.6	5473.8	3435.8	4076.5	3547.7	6432.7
PPP1R7	123.2	80.6	223.1	126.6	235.4	127.1	145	133.5	147	133.1	156.8	153.9	187.6	133.4	226.3	196.4	236.1	230.9	157.3	140.2
PLS3	4192.2	5918.2	3853.8	1756.6	2322.5	2801.8	4391.8	3127.3	3233.5	2363.4	3871.1	3014.5	3468	3568.3	4547.4	3105.4	3858.8	3947	4045.1	3054
ERP29	2130	3672.7	2367.8	979.2	1062.4	2928.1	3579.9	3865.9	3051.8	3277.2	3652.7	3973.1	4251.4	5943.7	3666.8	3067	4468.4	3107.2	3128.6	3100.5
CTBP2	1318.6	941.8	1500.3	1176.4	729.8	917.7	584.1	560.4	695.9	517.6	799.8	863.4	789.5	657.7	1347.7	550.8	1129.5	1096	1027.1	607.9
SNRNP70	1948.9	1902.1	1390.3	1431.5	1365.5	1621	1558.2	1973.1	2235.8	2030.8	1342.5	1897.6	1222.1	1151.4	1145.7	1101.9	793.1	1038.2	1347.8	1989.8
RAD23B	1302.2	702	1482.7	1378.9	1955.6	553.2	571.8	651.7	623	644.5	651.4	603.3	580.1	605.6	521.5	780.3	629.1	462.3	670.5	562.8
SRRM1	307.3	243.4	268.6	386.9	413.2	510.8	407.3	533.8	582.7	472.1	302.4	239.3	303.6	170.6	233.3	317.7	138.4	187.4	346.8	564.9
NDUFB8	1912.1	2033.4	2012.4	1090.1	1935.6	2781.8	1717.7	1960.9	2385	1938.9	1838.5	1786.4	2864.5	3420.7	4153.7	3134.6	4152.3	2418.8	2166.3	1804.1
ARIH2	227.1	150.2	193.7	386.8	271.1	347.7	161.3	151.1	219.4	185.4	117.6	105	161.9	202.2	74	158.3	129.9	117.4	156.9	221.7
ENO1	4373	5325.5	3819	10231.4	7757.5	4175.1	3005.8	3470.9	3548.1	4245.4	3890.1	4330.9	3581.5	3194.1	3034.9	6289.6	3666.7	5076.4	3498.6	4164
PSMD13	792.5	686.2	746.2	1012.1	824.6	1055.7	720.1	576.8	793.6	659.9	548.1	632.5	546.8	792.6	780.3	804.3	774	716	549.2	544
ILK	1600.3	1474	1264.6	1004.4	855.9	2449.6	2299.9	2091.5	1988.8	2402.7	1776	2139	2128.7	2398.9	2587.6	2149.9	2306.6	2262.3	1977.6	2438
BTG2	213.3	240.3	396.8	496.3	528.8	329.1	102.7	704.8	534.3	887.3	122.8	63.8	18.3	220.7	77.6	43.2	71.5	70.9	44.5	233.6
CAPZA2	774.8	1139.9	814.8	1221.8	980.1	984.7	535.7	512.7	650.7	663.8	607.6	825	741.2	712.6	1034.3	938.7	881.7	1149.4	888.6	944.7
SPCS2	1828.1	2493.4	2269.9	1958.3	2727.9	2179.3	2232.3	2221.5	1959.1	1794.8	2949.8	2672.5	3528	4085	3323.6	3406.8	4360	2919.2	3168.1	2500.9
DDX1	1370.6	2043.1	2028	1929.6	2260.6	2259.4	1932.3	1812.3	1839.3	1567	1794.4	2370	2355.5	1845.7	2474.3	2271.2	1815.6	2142.9	2084.1	1645.7
ATP1B1	420.1	519.9	337.4	108	116.9	495.4	802.4	378.4	513.3	314.7	528.4	682.7	208.1	485.9	526.8	283.4	259.7	262.8	441.9	716.7
RAF1	1113	1283.6	1165.4	1763.8	1372.6	1466.6	1127.7	1177.9	1204.4	1007.1	1324.8	1427.3	1134.4	1104.1	1226	1283.7	1275.9	1412.7	1280.3	1115.4
SREBF2	393.1	395.1	288.3	245.4	224.6	395.7	658.9	453.7	571.8	559.3	298.1	392	492.7	276.3	323.7	420.3	229.7	375.8	426.7	540
SLC2A1	82.8	51.7	71.2	87.4	131.5	118.8	61.3	44.7	55.9	80.4	109.5	64.2	115	92.2	53.8	64.6	75.8	140.6	46.6	67.7
PKM	2796.1	3509.9	1806.7	5423.4	3019.1	4799.3	6698	4866.9	4765.2	6823.2	4987.8	5202.8	5298.8	3712.7	1999.8	8581.9	3456.2	5361.4	4647.5	6762.6
PSMC4	383.2	288.2	214.6	1100.6	724.6	470.2	464.7	514.5	551.2	511.7	225	407.1	452.3	525.3	322.1	687.1	482.5	324.7	479.3	478.3
CDIPT	1473.4	2266.2	2067.7	1257.1	1651.3	1971.5	4098	3163.5	2748.1	1638.7	2122.7	4783	3979.8	5280	3802	3750.2	2616.8	1351.1	1542.3	2372
BAG6	1252	2198.6	1027.6	1500.9	1289.3	1348.1	1489.2	1993.3	1825.8	1621.8	1811.2	1808.2	2075.2	1470.6	1571.9	1874.2	1023.7	1541.1	1541	1718
COX7A2L	2390.9	2855.3	3196.2	1857.5	1998.4	2814.6	2254.8	2037.3	2053.5	2492.1	2238	2088.9	2511.1	3850.3	3094	2459.6	4752.1	2325.2	2245.7	2429.7
RPS16	7343.5	9121.4	11022.7	6958.2	7045	5935.7	5036	6102.8	5160	6988.6	6834.7	8387.1	5858.3	9395.5	8215.3	5608.7	10531.5	5762.6	6261.4	6239.3
SYPL1	1004.4	816.7	1219.5	1006.4	921.7	1485.9	1105.8	1159.5	1223.2	1300.6	1427.1	1299	2566.4	1870.2	2090.1	2291	1564.9	1836.2	2346.5	1538.6
BGN	5862.9	2937.9	916.4	580	1302.6	2932.7	10259.1	6532.3	5759.4	3139.3	4709	5028	4764	3691.9	3032.2	4705	1391.5	5432.4	8041.9	6991.5
TARS	966.2	695.8	855.6	1682.2	1285.6	1118.8	843.2	800.1	818.5	804.2	694.6	723.5	809.7	693.3	645.5	1084	491.8	534.2	880.5	975.6
COPE	830.2	1146.9	903.4	734.9	920.2	947.4	1518.3	1330.4	814.8	803.3	1858.5	872.7	2508.7	2305.6	1513.3	1946.4	1787.9	2120.7	1832.3	1422.3
TXNRD1	1283.1	1394.7	1143.8	2152.6	1606.6	1220.8	1143.4	948.8	1035.6	1365.7	1490.5	1579.6	914.9	1029.5	1246.8	1256.2	1147.7	1484	1534	1223.3
PSMC3	588.2	1020.1	683.4	849.9	523	1799.4	1306.3	941.9	1381.9	904.9	843.5	798	1269.1	1081.8	1199.1	1818.2	1124.7	949.5	1001.1	995.5
NUDCD3	56.9	95.1	67.9	130.8	88.8	165.2	53.7	96.4	127.5	117	127.9	124.2	113.8	94.9	83.8	73.6	98.3	50.7	78.7	57.9
RALY	590.3	550.4	497.3	474.5	413.1	665.4	656.2	737.9	583.5	641.8	458.1	592.9	754.6	758.7	698.8	655.7	694.3	485.5	585.6	606.1
AKR1B1	2222.1	3809	2376.3	1500.1	1487.7	7058.6	3829.2	4225.9	3827.2	5329.3	3303.1	4002.3	4131.9	5194.3	3171.8	4495.4	5469.3	3735.7	3243.5	5077.4
SRP9	2703.6	3711.8	4125.8	3006.4	3430.8	2542.4	2423.4	2054.8	2137.2	2300.1	2436.7	2852	2421.6	3229.9	2593.8	2636.5	4641.8	2801.5	2689.2	2577.3
PSMA5	1212.7	1164.2	910.3	1838.7	2059.2	1461.1	1303.4	1153.6	1183.4	1600.9	1294.9	1629.8	1228.7	2128.2	1563.6	2140.7	2196.2	1512.2	1383.8	1168
FDPS	591.2	720.2	518.3	350.2	447.8	736	493	597.2	584.3	486.5	358	418	650.4	932.3	821	597.2	852.6	592	642.2	520.3
RAB5B	644.6	586.5	672.1	455.1	727.7	560.4	539.4	629.3	643.5	598.2	541.5	732.2	671.7	445.8	493.4	443	367.7	933.4	716.9	613.2
HNRNPAB	4133.6	2281.4	2100.2	7957.3	6502	4162.3	2557.4	2969.2	2287.9	3551.3	2706.2	3564.3	2291	2257.4	2219.1	4184.3	1708	2645.1	2911	3528.6
ADRM1	966.6	1000.3	871.3	1798.2	1171.4	1409.5	1141.5	968.1	909.9	1044.9	1001.9	967.8	1018	878.3	814.8	1159.6	874.2	1036.4	873	1024.2
OGDH	537.4	646	526.4	750.9	676	887.7	1312.9	1217.5	1198.2	936.7	727.9	861.8	908.3	453	493.8	1044.7	494.4	666.7	662	1291.3
TRAK1	104.2	95.9	18	16.8	46.4	70.3	89.5	86.1	68.6	110.1	12.8	37.1	68.8	57.7	43.8	69.9	53.8	33.3	50.9	110.4
APEH	448.5	429.7	272.5	282	207.7	419.3	418	252	250.2	317.5	542.5	526.5	410.5	634.1	472.5	420.6	687	542.9	413	477.8
MKRN1	1386.8	1744.1	1828.6	1116.3	1031	1665.7	1488.5	1446	1252	1093.4	1712.8	1684.6	1541.6	1538.6	2203.3	1312.2	1752.5	1883.9	1926.8	1624.4
SDC1	212.2	118.5	15.7	8.9	70.3	70.4	1253.8	72.7	68	41.9	136.9	43.9	118.8	240.7	37.4	199.7	114.5	235.6	259.3	132.4
ARHGDIB	4759.5	4583.5	2697.1	4562	2214.3	2375.4	4802.4	3858	3266.3	3940.5	2996.5	3544.3	4375	5105.2	2849.5	4210.1	5714.3	3817	3147	4142.1
CYR61	3442	818.2	3444.7	3287.5	6955.6	3578.6	383.5	2045.2	1875.2	2561.4	1838.3	971.9	670.2	940.4	490.1	751.4	702.4	1013.5	838.5	549.3
SEC11A	4328.2	5300.3	7512.7	3904.1	4275.6	5385.8	5285.9	4659.6	4822.7	4131.2	3869.7	4760.4	5442.9	5623.5	4495	5037.1	7232.4	4652.2	4211.7	5232
TOP2A	64.3	10.6	1.9	3.3	31	1.1	107.7	22.1	68.1	66.3	27.7	86.7	12.2	50.7	1.8	49.4	4.7	63.4	3.8	38.4
WSB1	529.2	416.2	269.2	290.1	173.5	287.3	252.4	312.5	405.5	422.5	171	157.7	67.4	164.9	133.7	77.5	180.4	137.8	128.6	307.3
MOB1A	195.9	195.7	183.2	279.1	278.4	139	60.6	73.2	114.8	172	146.7	135.8	117.5	111.9	158.6	101.9	275.5	126.4	114.9	129.2
PRNP	1986.7	3117.3	2714.8	4609	4194.2	1588.3	1401	1608.6	1444.1	1638.7	2208.7	1700.6	1686.7	1803.9	1619.9	1721.2	2649.6	2970.4	2016.9	1681.2
ANXA4	1814.9	3948.8	2393.4	1669.2	1795.6	3022.8	3701	4091	3772.5	3987	3806.5	4187.2	4839.8	3806.4	5853.6	4624.4	5201	4994.5	3921.7	3607.7
EIF4A3	1678.7	1352.3	1194.3	2797.4	2762.8	2518.1	1619.5	2101.3	2204.8	2902	1517.6	1705.1	1929.1	1877.7	1808.6	3035.8	1730.8	2433.6	1783.2	1915.5
NDUFA5	1168	1011.2	1389.9	669.3	1265	751.5	528.1	291.3	286.1	358.8	651.1	877.1	599.4	591.6	722.5	753.4	1144.2	856.3	661.7	488.6
ANP32B	1399.5	1825.4	2275.3	1528.5	1383.5	1865.9	1509.8	1306.7	1492.3	1188.4	1037.7	1315.9	1403.5	1387.3	1450.2	1205.7	1146.3	2204.8	1071.5	1021.7
SEPT11	2089.4	1448.9	4082.8	1033.6	1958.8	1706.8	1197.4	1664.5	1274.9	1493.2	1811.5	1613.8	1815	1145.6	1826.7	1253	853.2	2502.7	2890.9	1510.5
NREP	479.2	166.4	122.6	248.4	270.6	83.7	467.1	607.4	403.6	216.6	338.9	269.9	369.6	416.5	355.4	193.1	471.3	310.9	1323.4	232.2
SH3BGRL	1386.7	1414.3	1167	934.2	1097.8	1389.7	1984.6	1908.5	1836.4	1828.6	2305.9	1827	2087.4	2674	2444.9	1945.2	2565	2871.3	2679.7	2242.2
ENO2	422.2	490.3	233.7	9.8	131	301.9	489.8	639.6	629.6	606.9	499.4	446.1	298.8	383.6	413.1	335.3	176.1	417.6	481.3	591.9
STK25	438.5	328.1	392.3	236.9	345.5	330.8	424.1	484.6	455.5	490.6	376.7	378.3	394.2	482.1	551	348.3	557.6	434.4	580.1	414.3
IFITM2	11500.7	12677.1	13733.9	13627.8	10585.2	9038.4	16502.5	8038.3	7019.6	11181.1	10086.7	10559.3	10739	10844.2	10153.8	11579.8	14490	7761.1	10194.7	11632.7
PSMA2	334.9	394.4	355.1	424	535.9	496.9	332.7	285.8	219.5	377.6	500.5	433.2	453.3	787.1	649.2	498.6	808.5	354.2	396.8	369.9
MYL12A	1864.1	1431.6	1636.1	1458.7	1862.7	773.8	739.2	825	781.7	776.4	988.1	882.5	780.4	789.8	621.8	742	1234.2	1048	719.5	667.6
SMARCC2	521.4	402.3	578.8	266.7	332.8	485.2	349.6	629.4	622.5	523.7	475	523	483.4	215.3	465.8	303.1	333.1	480.6	321.1	584.6
ATP5B	4245	4627.1	5486.2	4740.2	4841.3	5255.1	4318.4	4204.8	4054.4	4843.5	4502.6	4882.2	5213.9	5579	5279.3	5527.2	6000.3	4977.4	4644.5	4860.9
EMP1	3739.1	4389.9	2944.6	6285.4	5484	2888.4	1128.1	1958.8	1883.7	2106.5	1816.1	1496.3	1488.8	1559.1	2433.8	2408.5	2475.4	2366.8	2149.8	1524.9
CCT6A	983.2	667.9	860.2	2311.8	2015.3	766.3	427.9	408.5	403.9	505.6	506.2	655.5	491.2	502.9	499	705.2	475.3	569.7	521.6	576.8
ETS2	1995.2	1012.6	1116.8	745.5	1300.4	611.1	863.9	687.8	444.3	1356.7	570.3	512.9	992.7	761.7	1017.2	831.5	320.2	613.7	1037.4	417.6
RARS	728.6	938.7	644	1015.8	901.9	686.4	732.3	848.2	913.3	978.1	736.9	947.4	682.5	896.5	768	879.4	1002.9	803.3	809.9	979.5
STAT6	3129.2	2674	1898.8	2043.4	1470.1	1916.4	3553.4	3979.6	3717.1	3255.3	2608.4	2659	2668.8	2597.7	2807.8	1962.8	1637.7	2625	2313.1	3390.5
ARHGEF12	134.9	37.2	37.3	218.7	90.3	157.3	155.1	160.8	147.8	139.2	147.1	135.8	59.7	77.8	144.1	114.4	100.9	147.7	96.6	144.4
VAMP3	3336.8	4189	4075.4	4383	3720.9	6480	5979.7	5455.4	5586.2	5132.4	4003.3	4905	6444.8	4340.8	5091.2	5614.8	4645.8	5005.4	4029.6	5695
GTF3A	3140.4	2786.2	2840.9	4141.6	3385.7	3936.2	3718.2	3019.3	3157.2	3067.9	3348.1	4164.1	2511.5	4826	3926.5	3917.1	4962.6	3681.2	2833.9	3972
SCP2	1934	2031.2	2451.1	877.7	1495.9	1673.7	1931.9	1557	1443.6	1692.2	2313.1	2273.8	2627.2	2741.2	2892.1	2691.3	3421.5	2746.3	2764.6	1765
ENC1	74.6	57.9	9.9	30.4	57.1	43.8	74.7	79.2	184.7	93.1	12.9	27.2	3.2	9.8	11.1	40.9	26	32.1	9	99.8
SNRPC	634.3	759.6	640.4	774.8	718.2	501.3	510.1	681.7	455.7	364.9	388.1	531.2	583.2	1117	749.8	871.2	995.6	642.9	547.6	357.6
UBE2D2	1125.7	1189.8	1187.8	1358.7	1083.1	1176.4	1025.8	656.3	640.7	699.1	1265.6	1348.2	1079.9	1307.3	1105.5	1273	1539.6	1514	1490.2	728.3
ADIPOR2	949	877.8	1356.4	1093.1	1327.8	1892	958.2	1167	1029.3	1059.1	949.9	1467.3	1358.1	936.7	1540.9	1139.8	768.4	1216.3	948.4	1065.4
GRHPR	890.6	937.8	943.7	795.1	828.9	1240.4	1384.1	1095.7	1197.7	1247	1067.4	1235.9	1466.1	2013.3	1713.4	1664	2519	1228.1	1271.8	1113.4
GPX3	5102.5	19547.9	22436.4	12352.1	14792	21222.7	9869.4	15265.6	15066.8	18931.6	11207.3	11549.5	12514.7	11990.6	10374.9	9436.2	13401.1	10129.8	6254	17242.6
SLC9A3R1	608.8	784.7	399.7	513.7	571.7	517.5	316.5	734.5	877.5	774.7	693	708	618.2	731.9	558	626.6	823	864.7	410.4	527
FLOT2	1106.7	1340.3	1320.1	1627.3	982.6	1409.7	1426.1	1494.2	1282.6	1376.2	1044.1	1073.6	1271.7	1091.8	1513.2	1365.6	966.2	1073.3	959.1	1542.5
YME1L1	1623.6	1173.1	1342.6	1664.7	1890.9	1325.4	1103.2	1042.6	1085.3	1191.6	1780.6	1783	1453.1	1607.1	1681.6	1550.8	1463.3	1648.8	1831.4	1076.6
BAZ2A	551.7	572.7	518.3	442.6	553.7	350.7	295.3	611	687.4	483.5	273.6	308.5	344.1	241.7	247.3	267.6	137.7	131.6	254.1	553
SF3A1	1568.4	1741.4	1296.5	1754.3	1420.3	1562.1	1641.7	1447.5	1341.7	1149.7	1735.4	1452	1372.1	1847.5	2118.5	1571.4	1322.5	1597.1	1662.7	1714.4
COPB1	3392.5	3342.3	3498.9	2771.2	3498.9	3570.6	3498.1	2271	2494.1	3038	3137.1	3154.2	2503.9	2909.9	2367.2	2836.4	2504.1	3001.1	2860.6	2900.4
CST3	7351.4	12777.8	7820.7	6505	10169.9	14268.8	14613.5	13313.5	11478.4	10528	8863.9	9666.9	10769.1	9908.3	12176.3	12142.5	13671.9	12058	10094.8	14162
TMEM109	1359.7	1716	1445.8	942.7	1113.5	2631.4	2465.1	2592.7	2255.8	2108.3	1670.3	1739.9	2440.2	1823.7	2872	2152.2	1478.5	1776.8	1911	2035.5
IVNS1ABP	1472.2	760.4	1203.4	2186.2	860.4	475.5	497.8	616.9	608.8	803.3	1114.9	817.1	548.4	650.3	817.3	568.7	616.3	1060.6	1182.3	891.4
OAZ2	1397.7	1197.6	985.9	935	870.3	1253.4	1519.6	1894.9	1808.4	1796.3	1120	1113	1336	1100.6	1031.3	905.2	1392.4	923.2	1373.2	2040.8
ANXA7	1369.2	1709.2	1622	1834.7	1915.5	1814.2	1743.3	2065	1719.6	1598.4	2198	1504.6	1647.6	1218.1	1309.8	1473.6	1714.8	1474.1	1196.9	1381.9
ZFP36L2	365.3	227.8	283.7	246.3	509.4	1086.5	417.5	454.4	406.9	405.8	130	60.2	70	116.9	117.8	72.4	82	4.8	58.5	327.5
CUL3	218.6	143.4	262.6	292	276.7	187	132.7	153.8	151.8	123	193.7	195.1	189	161.5	289.3	184.1	160	201.9	199.2	176
PLEC	364.3	913.8	393.4	738.5	312.1	645.4	866	1426.2	1196.2	1071.8	587.8	427.6	863.1	433.7	422.1	660.3	170.8	606	356.5	1007.6
PPP2CB	3.5	6.4	6.3	6.8	6.8	12.8	7.1	15.3	92.8	11.9	17.2	3.1	10.3	17	15.7	8.3	29.6	12.5	3.2	7.9
HNRNPF	1233.1	893	811.3	1999	1675.2	1117.2	661.2	815.6	829.4	990.1	601.6	698.2	948.4	1064.4	800.4	1061	726.7	771.9	903.6	597
UBAP2L	481.4	262	299.6	396.2	634.7	533.8	325.3	308.6	391.8	442.1	234.5	333.7	265.2	339.4	309.5	459.8	326.3	369.7	367.4	344.8
TPD52L2	1330.1	1371.8	1110.7	1118.2	802.7	1917.6	1751.7	1461	1275.4	1112.5	1360.2	1397.4	1323.7	1516.1	1434.8	1919.1	1262.6	1394.3	1204.7	1413
CRTAP	771.5	1007.7	2016.3	578.7	770.5	1443.7	961.4	930.6	1227.4	694.6	894.7	847.9	932.6	1141.2	1248.5	1244.5	932.8	710.9	1153.6	947.5
CACYBP	968.2	783.7	1145.7	851.1	1507.9	1218.7	873.1	854.6	785.5	813.5	1281.3	1151.9	984.3	1532.4	1397.4	1141.9	1833.2	1302.2	1231.4	885.3
NBR1	524.3	564.8	501.4	279	344.2	724.5	638.1	569.9	638.5	688.9	667.7	448.2	774.4	486.3	559.2	571.8	537.8	424.6	653.1	639.7
DHX15	4266.9	3092.3	3171.7	5435.4	4741.5	4224.9	2629	2989.1	2766.5	3015.8	2871	3569.5	3005	3304.7	2507.1	3446	2632.1	3258.6	3423.6	2470.6
UCHL1	444.2	664.6	680	494.7	385.8	569.8	459.7	508.6	404.9	736.3	943.8	311.3	714.2	728.9	1072.4	421.7	890.6	745.6	638.9	416.6
PSMD3	556.8	570.8	546.2	661.8	655.7	931	1051.7	706.6	815.5	732.1	487.9	538.1	683.2	663.5	441	593.3	355.2	528.3	525.7	549.2
ITGA5	1632.7	964.9	589.1	2874.8	1403.4	1591	1146.4	922	846.3	1155.2	566.5	596.7	575.3	336.6	430.7	1032.6	408.3	864.1	827.9	959
CSNK2B	2481.4	2256.9	2427.6	2633.7	2308.9	3564.5	3315.4	2929.8	2746	2855.9	2402.4	3173.5	3472.7	3615.1	3394.8	3969.3	3450.6	2801.9	2526.9	3310.4
TRAP1	763.7	702.9	776.2	930.5	661.2	502.6	630	576.3	527.4	671.7	942.7	726.6	580.6	570.6	744	580.1	863.2	642.6	657.5	683.1
IGF2R	489.4	489.4	408	722.8	274.6	337.9	552.8	388	430.4	524	292.8	275.2	385.1	191.1	185.3	331.6	123.9	217.2	343.4	472.6
RBM5	1301.6	1088.3	923.5	1033.4	873.8	1045.3	1054.5	1081	1326.6	1251.8	944.2	697.4	645.2	826.2	755.9	740.6	511.2	828.7	809.4	1227
SGTA	290.6	153.2	258.5	395.9	279.9	276.6	335.5	238.9	213.7	153.5	122.8	169	266.6	262.8	245.2	226.9	189.9	112.7	110.9	255.6
PHGDH	258.4	247	611.3	263.3	198.7	720.7	323.6	210	305.9	341.6	239.6	232.1	236.4	277.9	585.8	116.2	324	251.6	279.2	184.7
TRAM1	3758.7	4148.6	3676.1	2677.8	3608.2	5721.6	5837.1	3645.2	3890.2	3260.7	4800.6	5459.3	3567	5850.9	7181.9	5134.5	4088.4	6233.6	5847.1	4523.7
PSMB3	1942.4	1713	1664.6	2811.1	2978.6	2339.5	1948.9	1846	1920.4	2008.5	1987.7	2246.8	2331.4	3028	2093.7	3323.6	3804.9	2246.7	1947.1	2294.1
GRK2	307.9	411.8	160	288.3	204.7	316.6	288.3	579.4	466.6	563.2	97.5	33.4	56.5	119.8	89.1	160.3	94.6	16.5	74.6	498.7
MGST3	3325.8	4147.7	6623.9	2244.2	3637.9	4656.5	4415.9	3771.1	3329.7	4576.9	4753.2	5136.8	5327.4	5281.5	6691.2	5775.2	8634.1	5332.3	4383.7	4421.6
COPS6	1171.7	1383.9	1512.4	1006.2	1018	1413.3	1447.9	1430.7	1305.3	1311.2	1442.8	1604.2	1761.1	2118	2091.6	1831	2706.2	1681.1	1801.9	1553
PPP1CB	631.8	574.8	1108	891.4	1088.9	536.2	244.2	229.5	223.4	198.9	278.3	340.3	175	176.5	252.5	256.4	320.5	277.1	313.3	204.2
PLEKHB2	1676.4	2099.2	1110.1	2830.8	2018.9	1475.1	1785.2	1718.6	1798.7	2284.2	1969.6	1924.4	1930.7	1886.5	1435.8	2677.7	1435.7	2783.4	1903.9	2423.5
LRP10	2194.7	3123.4	2829	2401.9	1712.4	3080	3285.2	2999.7	2716.6	3136	2896.5	2638.6	3499.7	3492.2	3915.5	3265.8	2206.9	3174.1	3568.6	2783.3
HSD17B4	1139.2	1098.1	1844.9	419.8	1187.2	1416.7	1437.9	1366.8	1382.1	1535.7	1690.8	1987.6	1640.8	1387.4	1271.1	1829.7	1323	1561.9	1604.8	1640.7
NAP1L4	658.4	729.1	523.1	623.8	505.3	647.7	639.7	635.7	548.6	665.4	710.6	664.8	594	655.4	630.9	570.7	563.4	562.9	619.9	539
GSS	579.2	496.5	344.8	332.4	391.7	438.8	609.4	386.1	535.3	472.1	692.4	765.7	604.8	873.2	479.4	773.5	801.3	705.2	596.1	397.6
SOX4	1014.6	741.3	321.3	436.9	593.6	300.3	1251.6	1716.5	976.1	589.5	571.5	463.6	538.6	332.5	629.3	391.1	410.6	455.2	748.5	940.5
BAP1	776.2	589.2	623.7	917.1	731.8	812.9	1022.4	779.3	790.6	976.2	790	645	737.2	505.3	565.4	875.1	739.8	942	627.9	576.5
WDR77	509.4	383.4	500.6	920.2	640.4	561.8	462.1	491.6	441.4	689.7	568.7	370.2	530.9	567.6	474.2	764.3	549.7	489.8	544.3	623.8
CUL4A	733.8	638.2	511.2	1374.8	664.8	946.9	700.8	785.5	766.2	911.4	841.4	718.3	981.5	754.1	752.3	990.2	468.3	802.9	884	803.8
ALDH2	1342.8	4890.6	6322.2	2495.1	6067.6	6409.5	5791.4	4633.1	4842.8	3678	7254.6	6943.5	4457.4	4742.9	8810.8	5881.3	6956.2	7623.5	3411.8	8175.8
VIM	21427.7	25819.5	23757.2	17278.7	15290.2	23849.1	26658.4	20726.1	22913.4	22875.6	12743.2	12267.4	18538	15200.6	14049.2	16049.2	15021.9	13305.4	12728.9	21368.3
SEPP1	9479.3	9378.7	9342.3	4487.5	7699.9	7096.7	6405.5	6737.6	6146.3	6507.8	4615.9	4042.8	5997.7	6798.5	4555.2	4079.2	7223	5887	5675.8	6426.4
CLDN4	33.1	22.9	13.3	21.1	17	13.7	21.3	15.8	18.1	21.8	12.6	20.6	46.6	19.8	77.1	13.2	76.3	20.7	13.7	20.8
RPL37A	25827.5	31340.6	28473.7	23251.5	19996.8	22880.8	24154.5	20891.9	21782	23268.8	14318	16080.9	17424.7	19200.2	15534.3	14813.3	18850.8	14850.8	13779.3	21977.8
DPYSL3	1149.5	560.8	272.6	564.4	915.5	416.1	1231.8	668.7	513.5	912.3	533.6	877	274.9	325.9	256.4	520.3	288.4	440.8	598.2	1282.2
CAT	2394.1	3099	8834	1064.7	3924.2	4443.2	3408	2936.3	2696.7	4361.7	4365.8	4269.3	6006.4	4994.6	8110.3	4368	5861.8	4353.7	4139.5	3894.5
PTDSS1	1905.3	1450.1	1481.2	2594.4	2119	2995.5	2416.1	1972.6	2014.1	2067.2	1911	2225.2	2278.3	2265.7	1826.5	2832.3	1833.5	2323.5	2084.3	2237.1
TTC1	514.6	817.7	631.9	455	633.8	945.9	535.3	758.3	749.7	695	886.1	850.6	968.5	776.7	962.6	931.7	1164.5	910.5	884.9	789
EIF4E	845.7	693	973.5	2297.5	1795.1	745.3	323.3	475.1	463	444.9	495.6	564	661.2	665.4	565.2	966.1	849.6	619.3	731.9	636.8
COL6A3	16831.1	12756.8	7371.8	10713.2	9834.4	10569.1	16258.4	12567.4	14384.8	13678.8	7705.7	9849.2	8486.8	9982.7	6926.9	8288.5	7147.9	8726.9	9603	12734.8
GBF1	419.3	418.6	322.3	307.8	367.6	354.9	493.1	558.3	589.7	461.2	412.1	431.9	403.2	234.1	212.5	485.7	260.7	421	416.1	602.4
DDX23	520.2	285.8	411.1	433.1	497.5	711.7	601.2	449.1	656.2	371	562.8	678.7	733.2	533.5	766.5	633.6	513.1	596.5	741.9	568.7
COX6B1	2747	2958.3	2777.1	1683	2107.1	2889	3601.3	3041.6	2654.4	3695.3	2395.6	2639.6	3410.7	4325.6	3115.1	3634	5159.6	2436.7	2113.9	2951.7
ATP6AP2	40	75.1	65.5	64.4	71.9	24	31.6	75.2	70.4	37.3	52.9	64.9	63.9	9.1	76.9	15.4	63.6	107.6	61.7	58.9
CNN3	1171.4	857.6	1485	395.3	1348.7	845.3	711.6	841.1	570.5	798	558.6	442.1	1056.3	1478.3	1756.7	1044.7	1192.2	832.5	2101.4	367.8
TIA1	638.2	384.3	602.4	415.8	505.7	665.6	795.1	499.8	805.7	604.2	563.8	482.6	448.2	397.5	466	470.4	341.5	364.7	558.4	519.9
